Sex,Year,Source,MortalityType,Value,Target,Bridge
Total,2006,Total,Hodgkin's disease,4615.915959,Neoplasms,Malignant neoplasms
Male,2016,Total,Influenza,4563.514679,Diseases of the respiratory system,Diseases of the respiratory system
Total,2012,Total,Hodgkin's disease,4550.843429,Neoplasms,Malignant neoplasms
Total,2007,Total,Hodgkin's disease,4547.625841,Neoplasms,Malignant neoplasms
Female,2008,Total,HIV-AIDS,4524.685213,Other,Certain infectious and parasitic diseases
Male,2021,Total,Parkinson's disease,4512.658534,Diseases of the circulatory system,Diseases of the circulatory system
Total,2010,Total,Hodgkin's disease,4456.235776,Neoplasms,Malignant neoplasms
Total,2014,Total,Hodgkin's disease,4438.66265,Neoplasms,Malignant neoplasms
Male,2021,Total,Accidental falls,4427.428892,External causes of mortality,External causes of mortality
Male,2021,Total,Malignant neoplasms of stomach,4408.223183,Neoplasms,Malignant neoplasms
Total,2005,Total,Hodgkin's disease,4393.990715,Neoplasms,Malignant neoplasms
Total,2013,Total,Hodgkin's disease,4382.668066,Neoplasms,Malignant neoplasms
Female,2012,Total,Tuberculosis,4370.951591,Other,Certain infectious and parasitic diseases
Total,2011,Total,Hodgkin's disease,4289.964273,Neoplasms,Malignant neoplasms
Total,2015,Total,Hodgkin's disease,4269.857439,Neoplasms,Malignant neoplasms
Female,2009,Total,HIV-AIDS,4251.924269,Other,Certain infectious and parasitic diseases
Total,2012,Total,Influenza,4222.607516,Diseases of the respiratory system,Diseases of the respiratory system
Total,2008,Total,Hodgkin's disease,4212.931298,Neoplasms,Malignant neoplasms
Total,2009,Total,Influenza,4190.122327,Diseases of the respiratory system,Diseases of the respiratory system
Female,2013,Total,Tuberculosis,4113.603894,Other,Certain infectious and parasitic diseases
Male,2013,Total,Influenza,4065.617104,Diseases of the respiratory system,Diseases of the respiratory system
Male,2005,Total,Influenza,4035.545253,Diseases of the respiratory system,Diseases of the respiratory system
Total,2016,Total,Hodgkin's disease,4001.918344,Neoplasms,Malignant neoplasms
Female,2010,Total,HIV-AIDS,3945.760578,Other,Certain infectious and parasitic diseases
Female,2021,Total,Certain infectious and parasitic diseases,3941.104605,Other,Other
Female,2014,Total,Tuberculosis,3910.485765,Other,Certain infectious and parasitic diseases
Total,2021,Total,Transport Accidents,3898.548035,External causes of mortality,External causes of mortality
Female,2011,Total,HIV-AIDS,3865.790562,Other,Certain infectious and parasitic diseases
Male,2014,Total,Influenza,3815.202266,Diseases of the respiratory system,Diseases of the respiratory system
Female,2020,Total,Influenza,3812.847144,Diseases of the respiratory system,Diseases of the respiratory system
Total,2017,Total,Hodgkin's disease,3797.539484,Neoplasms,Malignant neoplasms
Female,2021,Total,Pneumonia,3765.787407,Other,Other
Total,2002,Total,Influenza,3740.802741,Diseases of the respiratory system,Diseases of the respiratory system
Female,2016,Total,Influenza,3738.632017,Diseases of the respiratory system,Diseases of the respiratory system
Female,2015,Total,Tuberculosis,3707.630583,Other,Certain infectious and parasitic diseases
Female,2005,Total,Influenza,3692.113875,Diseases of the respiratory system,Diseases of the respiratory system
Female,2016,Total,Tuberculosis,3663.56837,Other,Certain infectious and parasitic diseases
Total,2011,Total,Influenza,3659.651977,Diseases of the respiratory system,Diseases of the respiratory system
Female,2012,Total,HIV-AIDS,3646.322778,Other,Certain infectious and parasitic diseases
Male,2021,Total,Leukemia,3626.936268,Neoplasms,Malignant neoplasms
Total,2004,Total,Influenza,3626.71066,Diseases of the respiratory system,Diseases of the respiratory system
Total,2019,Total,Hodgkin's disease,3464.106422,Neoplasms,Malignant neoplasms
Female,2013,Total,HIV-AIDS,3449.298411,Other,Certain infectious and parasitic diseases
Female,2014,Total,HIV-AIDS,3443.684173,Other,Certain infectious and parasitic diseases
Female,2013,Total,Influenza,3352.552285,Diseases of the respiratory system,Diseases of the respiratory system
Total,2018,Total,Hodgkin's disease,3336.166729,Neoplasms,Malignant neoplasms
Female,2015,Total,HIV-AIDS,3236.990715,Other,Certain infectious and parasitic diseases
Female,2017,Total,Tuberculosis,3220.999489,Other,Certain infectious and parasitic diseases
Female,2014,Total,Influenza,3210.606537,Diseases of the respiratory system,Diseases of the respiratory system
Female,2021,Total,Malignant neoplasms of ovary,3200.106734,Neoplasms,Malignant neoplasms
Male,2003,Total,Influenza,3133.449203,Diseases of the respiratory system,Diseases of the respiratory system
Total,2020,Total,Hodgkin's disease,3075.691043,Neoplasms,Malignant neoplasms
Male,2021,Total,Transport Accidents,3061.891769,External causes of mortality,External causes of mortality
Male,2001,Total,Hodgkin's disease,3057.916768,Neoplasms,Malignant neoplasms
Female,2016,Total,HIV-AIDS,3031.468611,Other,Certain infectious and parasitic diseases
Total,2008,Total,Influenza,2979.310848,Diseases of the respiratory system,Diseases of the respiratory system
Male,2004,Total,Hodgkin's disease,2936.175915,Neoplasms,Malignant neoplasms
Female,2017,Total,HIV-AIDS,2917.757675,Other,Certain infectious and parasitic diseases
Male,2003,Total,Hodgkin's disease,2894.124047,Neoplasms,Malignant neoplasms
Male,2002,Total,Hodgkin's disease,2879.781333,Neoplasms,Malignant neoplasms
Female,2018,Total,Tuberculosis,2849.372904,Other,Certain infectious and parasitic diseases
Male,2009,Total,Hodgkin's disease,2849.256506,Neoplasms,Malignant neoplasms
Total,2021,Total,Accidental poisoning,2841.776842,External causes of mortality,External causes of mortality
Male,2010,Total,Hodgkin's disease,2839.262978,Neoplasms,Malignant neoplasms
Female,2018,Total,HIV-AIDS,2834.519155,Other,Certain infectious and parasitic diseases
Female,2019,Total,Tuberculosis,2826.405398,Other,Certain infectious and parasitic diseases
Female,2003,Total,Influenza,2822.494308,Diseases of the respiratory system,Diseases of the respiratory system
Male,2014,Total,Hodgkin's disease,2821.224398,Neoplasms,Malignant neoplasms
Female,2021,Total,Accidental falls,2815.129755,External causes of mortality,External causes of mortality
Male,2000,Total,Hodgkin's disease,2801.107722,Neoplasms,Malignant neoplasms
Male,2012,Total,Hodgkin's disease,2734.782202,Neoplasms,Malignant neoplasms
Male,2007,Total,Hodgkin's disease,2730.302041,Neoplasms,Malignant neoplasms
Male,2013,Total,Hodgkin's disease,2714.969492,Neoplasms,Malignant neoplasms
Female,2019,Total,HIV-AIDS,2714.530229,Other,Certain infectious and parasitic diseases
Male,2006,Total,Hodgkin's disease,2713.217928,Neoplasms,Malignant neoplasms
Male,2005,Total,Hodgkin's disease,2689.795159,Neoplasms,Malignant neoplasms
Male,2015,Total,Hodgkin's disease,2686.693951,Neoplasms,Malignant neoplasms
Female,2021,Total,Diseases of the musculoskeletal system and connective tissue,2675.401984,Other,Other
Male,2011,Total,Hodgkin's disease,2626.107734,Neoplasms,Malignant neoplasms
Total,2021,Total,Malignant melanoma of skin,2623.760052,Neoplasms,Malignant neoplasms
Male,2008,Total,Hodgkin's disease,2598.196843,Neoplasms,Malignant neoplasms
Female,2021,Total,Chronic liver diseases and cirrhosis,2582.570141,Other,Diseases of the digestive system
Male,2016,Total,Hodgkin's disease,2574.400607,Neoplasms,Malignant neoplasms
Female,2020,Total,HIV-AIDS,2502.946361,Other,Certain infectious and parasitic diseases
Female,2016,Total,"Pregnancy, childbirth and the puerperium",2459.701829,Other,Other
Female,2020,Total,"Pregnancy, childbirth and the puerperium",2425.650822,Other,Other
Total,2001,Total,Influenza,2417.255002,Diseases of the respiratory system,Diseases of the respiratory system
Total,2007,Total,Influenza,2398.576247,Diseases of the respiratory system,Diseases of the respiratory system
Female,2014,Total,"Pregnancy, childbirth and the puerperium",2395.214539,Other,Other
Male,2017,Total,Hodgkin's disease,2373.139113,Neoplasms,Malignant neoplasms
Female,2020,Total,Tuberculosis,2353.667202,Other,Certain infectious and parasitic diseases
Female,2021,Total,Parkinson's disease,2345.170464,Diseases of the circulatory system,Diseases of the circulatory system
Female,2015,Total,"Pregnancy, childbirth and the puerperium",2310.382759,Other,Other
Total,2021,Total,Diseases of the blood and blood-forming organs,2303.456866,Other,Other
Total,2006,Total,Influenza,2293.652166,Diseases of the respiratory system,Diseases of the respiratory system
Female,2017,Total,"Pregnancy, childbirth and the puerperium",2290.680977,Other,Other
Female,2013,Total,"Pregnancy, childbirth and the puerperium",2285.933382,Other,Other
Female,2021,Total,Malignant neoplasms of stomach,2224.707445,Neoplasms,Malignant neoplasms
Female,2009,Total,"Pregnancy, childbirth and the puerperium",2218.155259,Other,Other
Male,2019,Total,Hodgkin's disease,2214.340307,Neoplasms,Malignant neoplasms
Female,2019,Total,"Pregnancy, childbirth and the puerperium",2192.0449,Other,Other
Male,2021,Total,Diseases of the musculoskeletal system and connective tissue,2163.523689,Other,Other
Male,2009,Total,Influenza,2155.193193,Diseases of the respiratory system,Diseases of the respiratory system
Male,2012,Total,Influenza,2143.847221,Diseases of the respiratory system,Diseases of the respiratory system
Total,2021,Total,Diseases of the skin and subcutaneous tissue,2085.085588,Other,Other
Female,2021,Total,Malignant neoplasms of liver,2081.331944,Neoplasms,Malignant neoplasms
Female,2011,Total,"Pregnancy, childbirth and the puerperium",2065.74886,Other,Other
Female,2004,Total,"Pregnancy, childbirth and the puerperium",2058.68236,Other,Other
Female,2012,Total,"Pregnancy, childbirth and the puerperium",2049.925894,Other,Other
Male,2018,Total,Hodgkin's disease,2044.932578,Neoplasms,Malignant neoplasms
Female,2005,Total,"Pregnancy, childbirth and the puerperium",2042.515426,Other,Other
Male,2021,Total,Accidental poisoning,2042.113829,External causes of mortality,External causes of mortality
Female,2021,Total,Leukemia,2039.264296,Neoplasms,Malignant neoplasms
Female,2006,Total,"Pregnancy, childbirth and the puerperium",2030.634903,Other,Other
Male,2020,Total,Hodgkin's disease,2018.012521,Neoplasms,Malignant neoplasms
Female,2012,Total,Influenza,1998.621127,Diseases of the respiratory system,Diseases of the respiratory system
Female,2018,Total,"Pregnancy, childbirth and the puerperium",1988.506398,Other,Other
Female,2021,Total,Intentional self-harm,1985.581228,External causes of mortality,External causes of mortality
Female,2010,Total,"Pregnancy, childbirth and the puerperium",1973.022459,Other,Other
Female,2000,Total,Hodgkin's disease,1953.173146,Neoplasms,Malignant neoplasms
Male,2011,Total,Influenza,1952.345526,Diseases of the respiratory system,Diseases of the respiratory system
Female,2003,Total,"Pregnancy, childbirth and the puerperium",1948.733595,Other,Other
Female,2000,Total,"Pregnancy, childbirth and the puerperium",1944.382073,Other,Other
Female,2008,Total,"Pregnancy, childbirth and the puerperium",1924.997553,Other,Other
Female,2004,Total,Hodgkin's disease,1921.856507,Neoplasms,Malignant neoplasms
Female,2009,Total,Hodgkin's disease,1917.502342,Neoplasms,Malignant neoplasms
Female,2007,Total,"Pregnancy, childbirth and the puerperium",1916.016889,Other,Other
Male,2002,Total,Influenza,1907.949428,Diseases of the respiratory system,Diseases of the respiratory system
Female,2007,Total,Hodgkin's disease,1893.588327,Neoplasms,Malignant neoplasms
Female,2001,Total,Hodgkin's disease,1892.683081,Neoplasms,Malignant neoplasms
Female,2009,Total,Influenza,1886.117694,Diseases of the respiratory system,Diseases of the respiratory system
Female,2001,Total,"Pregnancy, childbirth and the puerperium",1881.379416,Other,Other
Female,2005,Total,Hodgkin's disease,1880.189633,Neoplasms,Malignant neoplasms
Female,2003,Total,Hodgkin's disease,1862.699067,Neoplasms,Malignant neoplasms
Female,2002,Total,"Pregnancy, childbirth and the puerperium",1858.501757,Other,Other
Female,2008,Total,Hodgkin's disease,1856.462342,Neoplasms,Malignant neoplasms
Female,2006,Total,Hodgkin's disease,1853.344272,Neoplasms,Malignant neoplasms
Male,2004,Total,Influenza,1850.750258,Diseases of the respiratory system,Diseases of the respiratory system
Female,2002,Total,Hodgkin's disease,1824.464556,Neoplasms,Malignant neoplasms
Male,2021,Total,Malignant melanoma of skin,1800.259936,Neoplasms,Malignant neoplasms
Female,2002,Total,Influenza,1793.310693,Diseases of the respiratory system,Diseases of the respiratory system
Female,2012,Total,Hodgkin's disease,1792.277749,Neoplasms,Malignant neoplasms
Female,2014,Total,Hodgkin's disease,1791.701569,Neoplasms,Malignant neoplasms
Female,2013,Total,Hodgkin's disease,1791.023968,Neoplasms,Malignant neoplasms
Female,2010,Total,Hodgkin's disease,1787.406628,Neoplasms,Malignant neoplasms
Total,2021,Total,"Congenital malformations, deformations and chromosomal abnormalities",1760.167406,Other,Other
Female,2011,Total,Hodgkin's disease,1753.723251,Neoplasms,Malignant neoplasms
Female,2016,Total,Hodgkin's disease,1702.239175,Neoplasms,Malignant neoplasms
Male,2008,Total,Influenza,1682.212617,Diseases of the respiratory system,Diseases of the respiratory system
Female,2011,Total,Influenza,1675.753664,Diseases of the respiratory system,Diseases of the respiratory system
Female,2015,Total,Hodgkin's disease,1638.113657,Neoplasms,Malignant neoplasms
Female,2017,Total,Hodgkin's disease,1599.479683,Neoplasms,Malignant neoplasms
Female,2004,Total,Influenza,1599.290983,Diseases of the respiratory system,Diseases of the respiratory system
Female,2008,Total,Influenza,1464.57075,Diseases of the respiratory system,Diseases of the respiratory system
Total,2021,Total,Certain conditions originating in the perinatal period,1448.158885,Other,Other
Total,2010,Total,Influenza,1369.418967,Diseases of the respiratory system,Diseases of the respiratory system
